==91178== NVPROF is profiling process 91178, command: python train.py --backbone xception --lr 0.01 --workers 2 --epochs 1 --batch-size 2 --gpu-ids 0 --checkname deeplab-xception --eval-interval 1 --dataset cityscapes --profile-epoch-list 0 --profile-batch-list 2 --prof-forward
==91178== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==91178== Profiling application: python train.py --backbone xception --lr 0.01 --workers 2 --epochs 1 --batch-size 2 --gpu-ids 0 --checkname deeplab-xception --eval-interval 1 --dataset cityscapes --profile-epoch-list 0 --profile-batch-list 2 --prof-forward
==91178== Profiling result:
==91178== Metric result:
Invocations                               Metric Name                            Metric Description         Min         Max         Avg
Device "TITAN Xp (0)"
    Kernel: void kernelPointwiseApply2<TensorMulOp<float>, float, float, unsigned int, int=1, int=1>(OffsetInfo<TensorMulOp<float>, float, unsigned int>, OffsetInfo<float, float, int=1>, float, float)
          1                                inst_fp_64                       FP Instructions(Double)           0           0           0
          1                                inst_fp_32                       FP Instructions(Single)   276918912   276918912   276918912
          1                                inst_fp_16                         HP Instructions(Half)           0           0           0
          1                              inst_integer                          Integer Instructions    53385984    53385984    53385984
          1                  gld_requested_throughput              Requested Global Load Throughput  341.39GB/s  341.39GB/s  341.39GB/s
          1                  gst_requested_throughput             Requested Global Store Throughput  21.753GB/s  21.753GB/s  21.753GB/s
          1                    shared_load_throughput                 Shared Memory Load Throughput  1843.4GB/s  1843.4GB/s  1843.4GB/s
          1                   shared_store_throughput                Shared Memory Store Throughput  443.61GB/s  443.61GB/s  443.61GB/s
          1                            gld_efficiency                 Global Memory Load Efficiency      42.94%      42.94%      42.94%
          1                            gld_throughput                        Global Load Throughput  795.00GB/s  795.00GB/s  795.00GB/s
          1                            gst_efficiency                Global Memory Store Efficiency      82.13%      82.13%      82.13%
          1                            gst_throughput                       Global Store Throughput  26.487GB/s  26.487GB/s  26.487GB/s
          1                         shared_efficiency                      Shared Memory Efficiency     176.38%     176.38%     176.38%
          1                           global_hit_rate             Global Hit Rate in unified l1/tex      56.82%      56.82%      56.82%
          1                            local_hit_rate                                Local Hit Rate       0.00%       0.00%       0.00%
          1                  l2_tex_read_transactions               L2 Transactions (Texture Reads)     1248615     1248615     1248615
          1                 l2_tex_write_transactions              L2 Transactions (Texture Writes)       96246       96246       96246
          1                  shared_load_transactions                      Shared Load Transactions     1674576     1674576     1674576
          1                 shared_store_transactions                     Shared Store Transactions      402984      402984      402984
          1                        tex_cache_hit_rate                        Unified Cache Hit Rate      56.28%      56.28%      56.28%
          1                    tex_cache_transactions                    Unified Cache Transactions     1252800     1252800     1252800
    Kernel: maxwell_scudnn_128x64_relu_interior_nn
          1                             flop_count_dp   Floating Point Operations(Double Precision)           0           0           0
          1                             flop_count_sp   Floating Point Operations(Single Precision)   551632896   551632896   551632896
          1                             flop_count_hp     Floating Point Operations(Half Precision)           0           0           0
          1                                inst_fp_64                       FP Instructions(Double)           0           0           0
          1                                inst_fp_32                       FP Instructions(Single)   280126080   280126080   280126080
          1                                inst_fp_16                         HP Instructions(Half)           0           0           0
          1                              inst_integer                          Integer Instructions    39788928    39788928    39788928
          1                  gld_requested_throughput              Requested Global Load Throughput  245.30GB/s  245.30GB/s  245.30GB/s
          1                  gst_requested_throughput             Requested Global Store Throughput  65.341GB/s  65.341GB/s  65.341GB/s
          1                    shared_load_throughput                 Shared Memory Load Throughput  1579.6GB/s  1579.6GB/s  1579.6GB/s
          1                   shared_store_throughput                Shared Memory Store Throughput  439.99GB/s  439.99GB/s  439.99GB/s
          1                            gld_efficiency                 Global Memory Load Efficiency      43.96%      43.96%      43.96%
          1                            gld_throughput                        Global Load Throughput  558.00GB/s  558.00GB/s  558.00GB/s
          1                            gst_efficiency                Global Memory Store Efficiency      82.01%      82.01%      82.01%
          1                            gst_throughput                       Global Store Throughput  79.671GB/s  79.671GB/s  79.671GB/s
          1                         shared_efficiency                      Shared Memory Efficiency     167.12%     167.12%     167.12%
