==101352== NVPROF is profiling process 101352, command: python train.py --backbone xception --lr 0.01 --workers 2 --epochs 1 --batch-size 2 --gpu-ids 0 --checkname deeplab-xception --eval-interval 1 --dataset cityscapes --profile-epoch-list 0 --profile-batch-list 2 --prof-backprop
==101352== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==101352== Profiling application: python train.py --backbone xception --lr 0.01 --workers 2 --epochs 1 --batch-size 2 --gpu-ids 0 --checkname deeplab-xception --eval-interval 1 --dataset cityscapes --profile-epoch-list 0 --profile-batch-list 2 --prof-backprop
==101352== Profiling result:
==101352== Metric result:
Invocations                               Metric Name                            Metric Description         Min         Max         Avg
Device "TITAN Xp (0)"
    Kernel: void kernelPointwiseApply3<ThresholdUpdateGradInput<float>, float, float, float, unsigned int, int=1, int=1, int=1>(OffsetInfo<ThresholdUpdateGradInput<float>, float, unsigned int>, OffsetInfo<float, float, int=1>, OffsetInfo<float, float, int=1>, float, float)
         83                    shared_load_throughput                 Shared Memory Load Throughput  0.00000B/s  0.00000B/s  0.00000B/s
         83                   shared_store_throughput                Shared Memory Store Throughput  0.00000B/s  0.00000B/s  0.00000B/s
         83                            gld_efficiency                 Global Memory Load Efficiency       0.00%       0.00%       0.00%
         83                            gld_throughput                        Global Load Throughput  0.00000B/s  0.00000B/s  0.00000B/s
         83                            gst_efficiency                Global Memory Store Efficiency     100.00%     100.00%     100.00%
         83                            gst_throughput                       Global Store Throughput  1.9068GB/s  440.90GB/s  387.41GB/s
         83                         shared_efficiency                      Shared Memory Efficiency       0.00%       0.00%       0.00%
         83                           global_hit_rate             Global Hit Rate in unified l1/tex       0.00%       0.00%       0.00%
         83                            local_hit_rate                                Local Hit Rate       0.00%       0.00%       0.00%
         83                  l2_tex_read_transactions               L2 Transactions (Texture Reads)           0           0           0
         83                 l2_tex_write_transactions              L2 Transactions (Texture Writes)         108     1056784      107780
         83                  shared_load_transactions                      Shared Load Transactions           0           0           0
         83                 shared_store_transactions                     Shared Store Transactions           0           0           0
         83                        tex_cache_hit_rate                        Unified Cache Hit Rate      50.00%      50.00%      50.00%
         83                    tex_cache_transactions                    Unified Cache Transactions           0           0           0
    Kernel: void kernelPointwiseApply3<TensorAddOp<float>, float, float, float, unsigned int, int=1, int=1, int=1>(OffsetInfo<TensorAddOp<float>, float, unsigned int>, OffsetInfo<float, float, int=1>, OffsetInfo<float, float, int=1>, float, float)
         25                             flop_count_dp   Floating Point Operations(Double Precision)           0           0           0
         25                             flop_count_sp   Floating Point Operations(Single Precision)     1585584     8454272     2557390
         25                             flop_count_hp     Floating Point Operations(Half Precision)           0           0           0
         25                                inst_fp_64                       FP Instructions(Double)           0           0           0
         25                                inst_fp_32                       FP Instructions(Single)     1585584     8454272     2557390
         25                                inst_fp_16                         HP Instructions(Half)           0           0           0
         25                              inst_integer                          Integer Instructions    36468752   194449792    58820347
         25                  gld_requested_throughput              Requested Global Load Throughput  261.45GB/s  272.17GB/s  266.53GB/s
         25                  gst_requested_throughput             Requested Global Store Throughput  130.73GB/s  136.09GB/s  133.27GB/s
         25                    shared_load_throughput                 Shared Memory Load Throughput  0.00000B/s  0.00000B/s  0.00000B/s
         25                   shared_store_throughput                Shared Memory Store Throughput  0.00000B/s  0.00000B/s  0.00000B/s
         25                            gld_efficiency                 Global Memory Load Efficiency     100.00%     100.00%     100.00%
         25                            gld_throughput                        Global Load Throughput  261.45GB/s  272.17GB/s  266.53GB/s
         25                            gst_efficiency                Global Memory Store Efficiency     100.00%     100.00%     100.00%
         25                            gst_throughput                       Global Store Throughput  130.73GB/s  136.09GB/s  133.27GB/s
         25                         shared_efficiency                      Shared Memory Efficiency       0.00%       0.00%       0.00%
         25                           global_hit_rate             Global Hit Rate in unified l1/tex      50.00%      50.00%      50.00%
         25                            local_hit_rate                                Local Hit Rate       0.00%       0.00%       0.00%
         25                  l2_tex_read_transactions               L2 Transactions (Texture Reads)      396396     2113568      639347
         25                 l2_tex_write_transactions              L2 Transactions (Texture Writes)      198198     1056784      319673
         25                  shared_load_transactions                      Shared Load Transactions           0           0           0
         25                 shared_store_transactions                     Shared Store Transactions           0           0           0
         25                        tex_cache_hit_rate                        Unified Cache Hit Rate      50.00%      50.00%      50.00%
         25                    tex_cache_transactions                    Unified Cache Transactions      396396     2113568      639347
    Kernel: maxwell_scudnn_128x64_stridedB_interior_nn
          1                             flop_count_dp   Floating Point Operations(Double Precision)           0           0           0
          1                             flop_count_sp   Floating Point Operations(Single Precision)  2174820352  2174820352  2174820352
          1                             flop_count_hp     Floating Point Operations(Half Precision)           0           0           0
          1                                inst_fp_64                       FP Instructions(Double)           0           0           0
          1                                inst_fp_32                       FP Instructions(Single)  1091773568  1091773568  1091773568
          1                                inst_fp_16                         HP Instructions(Half)           0           0           0
          1                              inst_integer                          Integer Instructions   172816768   172816768   172816768
          1                  gld_requested_throughput              Requested Global Load Throughput  305.56GB/s  305.56GB/s  305.56GB/s
          1                  gst_requested_throughput             Requested Global Store Throughput  97.684GB/s  97.684GB/s  97.684GB/s
          1                    shared_load_throughput                 Shared Memory Load Throughput  1760.0GB/s  1760.0GB/s  1760.0GB/s
          1                   shared_store_throughput                Shared Memory Store Throughput  496.53GB/s  496.53GB/s  496.53GB/s
          1                            gld_efficiency                 Global Memory Load Efficiency      34.84%      34.84%      34.84%
          1                            gld_throughput                        Global Load Throughput  877.08GB/s  877.08GB/s  877.08GB/s
          1                            gst_efficiency                Global Memory Store Efficiency      82.04%      82.04%      82.04%
          1                            gst_throughput                       Global Store Throughput  119.07GB/s  119.07GB/s  119.07GB/s
          1                         shared_efficiency                      Shared Memory Efficiency     167.16%     167.16%     167.16%
          1                           global_hit_rate             Global Hit Rate in unified l1/tex      68.65%      68.65%      68.65%
          1                            local_hit_rate                                Local Hit Rate       0.00%       0.00%       0.00%
          1                  l2_tex_read_transactions               L2 Transactions (Texture Reads)     3004036     3004036     3004036
          1                 l2_tex_write_transactions              L2 Transactions (Texture Writes)     1288094     1288094     1288094
          1                  shared_load_transactions                      Shared Load Transactions     4760064     4760064     4760064
          1                 shared_store_transactions                     Shared Store Transactions     1342900     1342900     1342900
          1                        tex_cache_hit_rate                        Unified Cache Hit Rate      64.12%      64.12%      64.12%
          1                    tex_cache_transactions                    Unified Cache Transactions     3322128     3322128     3322128
    Kernel: maxwell_scudnn_128x64_stridedB_splitK_interior_nn
          1                             flop_count_dp   Floating Point Operations(Double Precision)           0           0           0
          1                             flop_count_sp   Floating Point Operations(Single Precision)   550576128   550576128   550576128
          1                             flop_count_hp     Floating Point Operations(Half Precision)           0           0           0
          1                                inst_fp_64                       FP Instructions(Double)           0           0           0
          1                                inst_fp_32                       FP Instructions(Single)   275832960   275832960   275832960
          1                                inst_fp_16                         HP Instructions(Half)           0           0           0
          1                              inst_integer                          Integer Instructions    33436800    33436800    33436800
          1                  gld_requested_throughput              Requested Global Load Throughput  51.680GB/s  51.680GB/s  51.680GB/s
