==10981== NVPROF is profiling process 10981, command: python main.py --dataset qm9 --datasetPath ./data/qm9/dsgdb9nsd/ --epochs 2 --model MPNNv1 --log-interval 20 --profile-epoch-list 1 --profile-batch-list 100 --batch-size 10 --prefetch 10 --stop-after-profiling --prof-backprop --logPath ./log/2019_03_02__2
==10981== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==10981== Profiling application: python main.py --dataset qm9 --datasetPath ./data/qm9/dsgdb9nsd/ --epochs 2 --model MPNNv1 --log-interval 20 --profile-epoch-list 1 --profile-batch-list 100 --batch-size 10 --prefetch 10 --stop-after-profiling --prof-backprop --logPath ./log/2019_03_02__2
==10981== Profiling result:
==10981== Metric result:
Invocations                               Metric Name                                         Metric Description         Min         Max         Avg
Device "GeForce GTX 1070 Ti (0)"
    Kernel: sgemm_32x32x32_TN_vec
          3                  l2_tex_read_transactions                            L2 Transactions (Texture Reads)       17143       17197       17170
          3                 l2_tex_write_transactions                           L2 Transactions (Texture Writes)        2574        2574        2574
          3                  shared_load_transactions                                   Shared Load Transactions       29184       29184       29184
          3                 shared_store_transactions                                  Shared Store Transactions        7248        7248        7248
          3                        tex_cache_hit_rate                                     Unified Cache Hit Rate      54.05%      54.17%      54.11%
          3                    tex_cache_transactions                                 Unified Cache Transactions       16470       16470       16470
    Kernel: sgemm_128x128x8_NN_vec
          3                             flop_count_dp                Floating Point Operations(Double Precision)           0           0           0
          3                             flop_count_sp                Floating Point Operations(Single Precision)   297095680   297095680   297095680
          3                             flop_count_hp                  Floating Point Operations(Half Precision)           0           0           0
          3                                inst_fp_64                                    FP Instructions(Double)           0           0           0
          3                                inst_fp_32                                    FP Instructions(Single)   149148160   149148160   149148160
          3                                inst_fp_16                                      HP Instructions(Half)           0           0           0
          3                              inst_integer                                       Integer Instructions     9864960     9864960     9864960
          3                  gld_requested_throughput                           Requested Global Load Throughput  150.46GB/s  152.72GB/s  151.49GB/s
          3                  gst_requested_throughput                          Requested Global Store Throughput  74.638GB/s  75.757GB/s  75.147GB/s
          3                    shared_load_throughput                              Shared Memory Load Throughput  1327.0GB/s  1346.9GB/s  1336.0GB/s
