03-02 21:53 INFO     TESTING
03-02 21:53 INFO     Prepare files
03-02 21:53 INFO     Define model
03-02 21:53 INFO     	Statistics
03-02 21:53 INFO     	Create model
03-02 21:53 INFO     Check cuda
03-02 21:53 INFO     	* Cuda
03-02 21:53 INFO     Optimizer
03-02 21:53 INFO     Logger
03-02 21:53 INFO     => loading best model './checkpoint/qm9/mpnn/model_best.pth'
03-02 21:53 INFO     => loaded best model './checkpoint/qm9/mpnn/model_best.pth' (epoch 1)
03-02 21:53 INFO     Epoch: [0][20/11389]	Time 0.051 (0.083)	Data 0.011 (0.034)	Loss 0.1221 (0.1065)	Error Ratio 0.4199 (2.6460)
03-02 21:53 INFO     Epoch: [0][40/11389]	Time 0.053 (0.069)	Data 0.011 (0.022)	Loss 0.0580 (0.1078)	Error Ratio 1.3634 (2.1379)
03-02 21:53 INFO     Epoch: [0][60/11389]	Time 0.049 (0.065)	Data 0.009 (0.018)	Loss 0.0882 (0.1092)	Error Ratio 0.6538 (1.8216)
03-02 21:53 INFO     Epoch: [0][80/11389]	Time 0.049 (0.063)	Data 0.009 (0.016)	Loss 0.1551 (0.1173)	Error Ratio 1.2964 (1.6400)
03-02 21:53 INFO     Epoch: [0][100/11389]	Time 0.060 (0.062)	Data 0.009 (0.015)	Loss 0.0591 (0.1177)	Error Ratio 0.5826 (1.6463)
03-02 21:53 INFO     Epoch: [0][120/11389]	Time 0.052 (0.061)	Data 0.012 (0.014)	Loss 0.0495 (0.1152)	Error Ratio 1.8864 (1.5572)
03-02 21:53 INFO     Epoch: [0][140/11389]	Time 0.056 (0.060)	Data 0.009 (0.013)	Loss 0.1250 (0.1117)	Error Ratio 0.3367 (1.8565)
03-02 21:53 INFO     Epoch: [0][160/11389]	Time 0.050 (0.059)	Data 0.008 (0.013)	Loss 0.1033 (0.1195)	Error Ratio 0.9057 (1.7505)
03-02 21:53 INFO     Epoch: [0][180/11389]	Time 0.054 (0.059)	Data 0.008 (0.013)	Loss 0.1469 (0.1193)	Error Ratio 1.3305 (1.6682)
03-02 21:53 INFO     Epoch: [0][200/11389]	Time 0.056 (0.059)	Data 0.009 (0.012)	Loss 0.1038 (0.1200)	Error Ratio 0.6061 (1.5861)
03-02 21:53 INFO     Epoch: [0][220/11389]	Time 0.066 (0.059)	Data 0.014 (0.012)	Loss 0.1550 (0.1186)	Error Ratio 1.1615 (1.7767)
03-02 21:53 INFO     Epoch: [0][240/11389]	Time 0.062 (0.059)	Data 0.011 (0.012)	Loss 0.1034 (0.1178)	Error Ratio 0.3925 (1.7987)
03-02 21:53 INFO     Epoch: [0][260/11389]	Time 0.050 (0.059)	Data 0.010 (0.012)	Loss 0.1105 (0.1167)	Error Ratio 1.1841 (1.7855)
03-02 21:53 INFO     Epoch: [0][280/11389]	Time 0.055 (0.058)	Data 0.011 (0.012)	Loss 0.4281 (0.1174)	Error Ratio 1.0301 (1.7224)
03-02 21:53 INFO     Epoch: [0][300/11389]	Time 0.047 (0.058)	Data 0.006 (0.011)	Loss 0.1690 (0.1181)	Error Ratio 0.7327 (1.8102)
03-02 21:53 INFO     Epoch: [0][320/11389]	Time 0.078 (0.058)	Data 0.006 (0.011)	Loss 0.1070 (0.1173)	Error Ratio 0.7813 (1.8458)
03-02 21:53 INFO     Epoch: [0][340/11389]	Time 0.061 (0.058)	Data 0.010 (0.011)	Loss 0.1008 (0.1156)	Error Ratio 0.6920 (1.9770)
03-02 21:53 INFO     Epoch: [0][360/11389]	Time 0.051 (0.058)	Data 0.006 (0.011)	Loss 0.0790 (0.1141)	Error Ratio 0.7228 (1.9242)
03-02 21:54 INFO     Epoch: [0][380/11389]	Time 0.053 (0.058)	Data 0.008 (0.011)	Loss 0.0820 (0.1139)	Error Ratio 5.0447 (1.8771)
03-02 21:54 INFO     Epoch: [0][400/11389]	Time 0.050 (0.058)	Data 0.006 (0.011)	Loss 0.0602 (0.1135)	Error Ratio 1.3026 (1.8299)
03-02 21:54 INFO     Epoch: [0][420/11389]	Time 0.052 (0.058)	Data 0.011 (0.011)	Loss 0.0890 (0.1126)	Error Ratio 0.7279 (1.7823)
03-02 21:54 INFO     Epoch: [0][440/11389]	Time 0.057 (0.058)	Data 0.010 (0.011)	Loss 0.0553 (0.1120)	Error Ratio 0.9926 (1.7524)
03-02 21:54 INFO     Epoch: [0][460/11389]	Time 0.059 (0.058)	Data 0.010 (0.011)	Loss 0.0857 (0.1110)	Error Ratio 1.0604 (1.7074)
03-02 21:54 INFO     Epoch: [0][480/11389]	Time 0.060 (0.058)	Data 0.009 (0.011)	Loss 0.1382 (0.1106)	Error Ratio 1.0237 (1.6685)
03-02 21:54 INFO     Epoch: [0][500/11389]	Time 0.050 (0.058)	Data 0.010 (0.011)	Loss 0.0902 (0.1105)	Error Ratio 1.4912 (1.6364)
03-02 21:54 INFO     Epoch: [0][520/11389]	Time 0.049 (0.058)	Data 0.008 (0.011)	Loss 0.0619 (0.1102)	Error Ratio 0.4668 (1.6157)
03-02 21:54 INFO     Epoch: [0][540/11389]	Time 0.050 (0.057)	Data 0.009 (0.011)	Loss 0.0554 (0.1099)	Error Ratio 1.1958 (1.6401)
03-02 21:54 INFO     Epoch: [0][560/11389]	Time 0.051 (0.057)	Data 0.009 (0.011)	Loss 0.1318 (0.1097)	Error Ratio 0.7141 (1.6466)
03-02 21:54 INFO     Epoch: [0][580/11389]	Time 0.063 (0.057)	Data 0.009 (0.011)	Loss 0.2317 (0.1094)	Error Ratio 0.3412 (1.6729)
03-02 21:54 INFO     Epoch: [0][600/11389]	Time 0.051 (0.057)	Data 0.011 (0.011)	Loss 0.1580 (0.1092)	Error Ratio 0.9048 (1.7810)
03-02 21:54 INFO     Epoch: [0][620/11389]	Time 0.064 (0.057)	Data 0.015 (0.011)	Loss 0.0826 (0.1093)	Error Ratio 0.6287 (1.7496)
03-02 21:54 INFO     Epoch: [0][640/11389]	Time 0.053 (0.057)	Data 0.010 (0.011)	Loss 0.0865 (0.1093)	Error Ratio 0.4577 (1.7378)
03-02 21:54 INFO     Epoch: [0][660/11389]	Time 0.053 (0.057)	Data 0.008 (0.011)	Loss 0.0884 (0.1096)	Error Ratio 0.5871 (1.8134)
03-02 21:54 INFO     Epoch: [0][680/11389]	Time 0.051 (0.057)	Data 0.008 (0.011)	Loss 0.0723 (0.1116)	Error Ratio 1.8332 (1.7898)
03-02 21:54 INFO     Epoch: [0][700/11389]	Time 0.059 (0.057)	Data 0.008 (0.011)	Loss 0.0858 (0.1120)	Error Ratio 0.4716 (2.1378)
03-02 21:54 INFO     Epoch: [0][720/11389]	Time 0.057 (0.057)	Data 0.006 (0.011)	Loss 0.0823 (0.1117)	Error Ratio 0.7836 (2.1361)
03-02 21:54 INFO     Epoch: [0][740/11389]	Time 0.064 (0.057)	Data 0.008 (0.011)	Loss 0.1349 (0.1117)	Error Ratio 0.8157 (2.1012)
03-02 21:54 INFO     Epoch: [0][760/11389]	Time 0.062 (0.057)	Data 0.009 (0.011)	Loss 0.1033 (0.1117)	Error Ratio 0.9641 (2.0693)
03-02 21:54 INFO     Epoch: [0][780/11389]	Time 0.064 (0.057)	Data 0.011 (0.011)	Loss 0.1140 (0.1120)	Error Ratio 0.8359 (2.0432)
03-02 21:54 INFO     Epoch: [0][800/11389]	Time 0.063 (0.057)	Data 0.011 (0.010)	Loss 0.0922 (0.1117)	Error Ratio 0.5760 (2.0576)
03-02 21:54 INFO     Epoch: [0][820/11389]	Time 0.051 (0.057)	Data 0.010 (0.010)	Loss 0.1139 (0.1118)	Error Ratio 0.8356 (2.0263)
03-02 21:54 INFO     Epoch: [0][840/11389]	Time 0.056 (0.057)	Data 0.012 (0.010)	Loss 0.1323 (0.1118)	Error Ratio 1.4832 (2.0114)
03-02 21:54 INFO     Epoch: [0][860/11389]	Time 0.074 (0.057)	Data 0.020 (0.010)	Loss 0.1251 (0.1122)	Error Ratio 0.4476 (2.0314)
03-02 21:54 INFO     Epoch: [0][880/11389]	Time 0.067 (0.057)	Data 0.014 (0.010)	Loss 0.0690 (0.1128)	Error Ratio 0.5133 (2.0560)
03-02 21:54 INFO     Epoch: [0][900/11389]	Time 0.064 (0.057)	Data 0.015 (0.011)	Loss 0.0922 (0.1131)	Error Ratio 0.6240 (2.0487)
03-02 21:54 INFO     Epoch: [0][920/11389]	Time 0.070 (0.057)	Data 0.009 (0.010)	Loss 0.0784 (0.1127)	Error Ratio 0.6011 (2.0361)
03-02 21:54 INFO     Epoch: [0][940/11389]	Time 0.072 (0.057)	Data 0.011 (0.010)	Loss 0.0655 (0.1125)	Error Ratio 0.7701 (2.0115)
03-02 21:54 INFO     Epoch: [0][960/11389]	Time 0.051 (0.057)	Data 0.008 (0.010)	Loss 0.0628 (0.1124)	Error Ratio 0.5587 (1.9851)
03-02 21:54 INFO     Epoch: [0][980/11389]	Time 0.058 (0.057)	Data 0.010 (0.010)	Loss 0.0566 (0.1125)	Error Ratio 1.5753 (1.9804)
03-02 21:54 INFO     Epoch: [0][1000/11389]	Time 0.055 (0.057)	Data 0.011 (0.010)	Loss 0.0506 (0.1122)	Error Ratio 1.0524 (1.9799)
03-02 21:54 INFO     Epoch: [0][1020/11389]	Time 0.051 (0.057)	Data 0.009 (0.010)	Loss 0.1174 (0.1128)	Error Ratio 0.7816 (1.9604)
03-02 21:54 INFO     Epoch: [0][1040/11389]	Time 0.054 (0.057)	Data 0.010 (0.010)	Loss 0.0783 (0.1127)	Error Ratio 0.5994 (1.9714)
03-02 21:54 INFO     Epoch: [0][1060/11389]	Time 0.052 (0.057)	Data 0.010 (0.010)	Loss 0.0399 (0.1124)	Error Ratio 0.4172 (1.9511)
03-02 21:54 INFO     Epoch: [0][1080/11389]	Time 0.061 (0.057)	Data 0.011 (0.010)	Loss 0.2397 (0.1151)	Error Ratio 0.6269 (1.9317)
03-02 21:54 INFO     Epoch: [0][1100/11389]	Time 0.063 (0.057)	Data 0.009 (0.010)	Loss 0.1918 (0.1150)	Error Ratio 3.3351 (2.0602)
03-02 21:54 INFO     Epoch: [0][1120/11389]	Time 0.070 (0.057)	Data 0.007 (0.010)	Loss 0.0993 (0.1147)	Error Ratio 0.6964 (2.0363)
03-02 21:54 INFO     Epoch: [0][1140/11389]	Time 0.070 (0.057)	Data 0.010 (0.010)	Loss 0.1529 (0.1146)	Error Ratio 0.8996 (2.0157)
03-02 21:54 INFO     Epoch: [0][1160/11389]	Time 0.056 (0.057)	Data 0.010 (0.010)	Loss 0.0815 (0.1148)	Error Ratio 1.7104 (1.9969)
03-02 21:54 INFO     Epoch: [0][1180/11389]	Time 0.056 (0.057)	Data 0.014 (0.010)	Loss 0.2521 (0.1148)	Error Ratio 1.0286 (1.9782)
03-02 21:54 INFO     Epoch: [0][1200/11389]	Time 0.050 (0.057)	Data 0.009 (0.010)	Loss 0.1624 (0.1152)	Error Ratio 0.6482 (1.9669)
03-02 21:54 INFO     Epoch: [0][1220/11389]	Time 0.059 (0.057)	Data 0.017 (0.010)	Loss 0.1380 (0.1149)	Error Ratio 0.8095 (1.9495)
03-02 21:54 INFO     Epoch: [0][1240/11389]	Time 0.050 (0.057)	Data 0.009 (0.010)	Loss 0.0575 (0.1146)	Error Ratio 1.1197 (1.9320)
03-02 21:54 INFO     Epoch: [0][1260/11389]	Time 0.055 (0.057)	Data 0.007 (0.010)	Loss 0.0527 (0.1147)	Error Ratio 1.2095 (1.9229)
03-02 21:54 INFO     Epoch: [0][1280/11389]	Time 0.057 (0.057)	Data 0.009 (0.010)	Loss 0.1297 (0.1146)	Error Ratio 0.6014 (1.9152)
03-02 21:54 INFO     Epoch: [0][1300/11389]	Time 0.051 (0.057)	Data 0.009 (0.010)	Loss 0.0703 (0.1145)	Error Ratio 0.4555 (1.9473)
03-02 21:54 INFO     Epoch: [0][1320/11389]	Time 0.050 (0.057)	Data 0.009 (0.010)	Loss 0.1087 (0.1145)	Error Ratio 0.4318 (1.9738)
03-02 21:54 INFO     Epoch: [0][1340/11389]	Time 0.054 (0.057)	Data 0.011 (0.010)	Loss 0.0972 (0.1145)	Error Ratio 0.5044 (1.9563)
03-02 21:54 INFO     Epoch: [0][1360/11389]	Time 0.049 (0.057)	Data 0.007 (0.010)	Loss 0.1287 (0.1146)	Error Ratio 0.9195 (1.9436)
03-02 21:54 INFO     Epoch: [0][1380/11389]	Time 0.056 (0.057)	Data 0.014 (0.010)	Loss 0.0830 (0.1143)	Error Ratio 1.6367 (1.9355)
03-02 21:54 INFO     Epoch: [0][1400/11389]	Time 0.048 (0.057)	Data 0.009 (0.010)	Loss 0.1289 (0.1142)	Error Ratio 1.0226 (1.9280)
03-02 21:54 INFO     Epoch: [0][1420/11389]	Time 0.057 (0.057)	Data 0.012 (0.010)	Loss 0.0487 (0.1139)	Error Ratio 0.3883 (1.9163)
03-02 21:54 INFO     Epoch: [0][1440/11389]	Time 0.052 (0.057)	Data 0.011 (0.010)	Loss 0.1077 (0.1143)	Error Ratio 0.9434 (1.9041)
03-02 21:55 INFO     Epoch: [0][1460/11389]	Time 0.057 (0.057)	Data 0.007 (0.010)	Loss 0.1124 (0.1141)	Error Ratio 5.1750 (1.8949)
03-02 21:55 INFO     Epoch: [0][1480/11389]	Time 0.047 (0.057)	Data 0.006 (0.010)	Loss 0.0937 (0.1137)	Error Ratio 0.2685 (1.8791)
03-02 21:55 INFO     Epoch: [0][1500/11389]	Time 0.053 (0.057)	Data 0.011 (0.010)	Loss 0.1785 (0.1134)	Error Ratio 0.4136 (1.8675)
03-02 21:55 INFO     Epoch: [0][1520/11389]	Time 0.057 (0.057)	Data 0.010 (0.010)	Loss 0.1439 (0.1133)	Error Ratio 0.7377 (1.8527)
03-02 21:55 INFO     Epoch: [0][1540/11389]	Time 0.061 (0.057)	Data 0.013 (0.010)	Loss 0.1821 (0.1133)	Error Ratio 0.6798 (1.8426)
03-02 21:55 INFO     Epoch: [0][1560/11389]	Time 0.053 (0.057)	Data 0.010 (0.010)	Loss 0.1223 (0.1132)	Error Ratio 0.6040 (1.8614)
03-02 21:55 INFO     Epoch: [0][1580/11389]	Time 0.055 (0.057)	Data 0.011 (0.010)	Loss 0.0932 (0.1131)	Error Ratio 0.6907 (1.8468)
03-02 21:55 INFO     Epoch: [0][1600/11389]	Time 0.063 (0.057)	Data 0.011 (0.010)	Loss 0.1150 (0.1133)	Error Ratio 0.9080 (1.8334)
03-02 21:55 INFO     Epoch: [0][1620/11389]	Time 0.055 (0.056)	Data 0.009 (0.010)	Loss 0.3278 (0.1134)	Error Ratio 1.6574 (1.8204)
03-02 21:55 INFO     Epoch: [0][1640/11389]	Time 0.054 (0.056)	Data 0.005 (0.010)	Loss 0.1648 (0.1134)	Error Ratio 0.9071 (1.8718)
03-02 21:55 INFO     Epoch: [0][1660/11389]	Time 0.060 (0.057)	Data 0.010 (0.010)	Loss 0.0884 (0.1133)	Error Ratio 0.9124 (1.8633)
03-02 21:55 INFO     Epoch: [0][1680/11389]	Time 0.068 (0.057)	Data 0.014 (0.010)	Loss 0.0702 (0.1132)	Error Ratio 0.6032 (1.8521)
03-02 21:55 INFO     Epoch: [0][1700/11389]	Time 0.062 (0.057)	Data 0.010 (0.010)	Loss 0.0739 (0.1129)	Error Ratio 1.2458 (1.8471)
