==11110== NVPROF is profiling process 11110, command: python train.py --epochs 200 --profile-epoch-list 100-110 --profile-batch-list 0 --sparse --prof-backprop
==11110== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==11110== Profiling application: python train.py --epochs 200 --profile-epoch-list 100-110 --profile-batch-list 0 --sparse --prof-backprop
==11110== Profiling result:
==11110== Metric result:
Invocations                               Metric Name                                         Metric Description         Min         Max         Avg
Device "GeForce GTX 1070 Ti (0)"
    Kernel: void kernelReduceAllPass1<long, unsigned int, long, thrust::identity<long>, ReduceMin<long>, int=1>(TensorInfo<long, unsigned int>, unsigned int, long, long, thrust::identity<long>, long*)
        360                         shared_efficiency                                   Shared Memory Efficiency       0.00%       0.00%       0.00%
        360                           global_hit_rate                          Global Hit Rate in unified l1/tex       0.00%      28.46%       6.28%
        360                      global_load_requests   Total number of global load requests from Multiprocessor        2370       13264        7875
        360                            local_hit_rate                                             Local Hit Rate       0.00%       0.00%       0.00%
        360                       local_load_requests    Total number of local load requests from Multiprocessor           0           0           0
        360                      local_store_requests   Total number of local store requests from Multiprocessor           0           0           0
        360                           l2_tex_hit_rate                                          L2 Cache Hit Rate       0.00%      77.88%      25.04%
        360                  l2_tex_read_transactions                            L2 Transactions (Texture Reads)        4140       24538       13569
        360                 l2_tex_write_transactions                           L2 Transactions (Texture Writes)        2370       13264        7875
        360                  shared_load_transactions                                   Shared Load Transactions           0           0           0
        360                 shared_store_transactions                                  Shared Store Transactions           0           0           0
        360                        tex_cache_hit_rate                                     Unified Cache Hit Rate      10.00%      62.11%      41.91%
        360                    tex_cache_transactions                                 Unified Cache Transactions        2370       13264        7875
    Kernel: void gemmk1_kernel<float, int=256, int=5, bool=0, bool=0, bool=0, bool=0>(cublasGemmk1Params<float>, float const *, float const *, float*)
         90                             flop_count_dp                Floating Point Operations(Double Precision)           0           0           0
         90                             flop_count_sp                Floating Point Operations(Single Precision)     7563444     7563444     7563444
         90                             flop_count_hp                  Floating Point Operations(Half Precision)           0           0           0
         90                                inst_fp_64                                    FP Instructions(Double)           0           0           0
         90                                inst_fp_32                                    FP Instructions(Single)     9404884     9404884     9404884
         90                                inst_fp_16                                      HP Instructions(Half)           0           0           0
         90                              inst_integer                                       Integer Instructions    78850460    78850460    78850460
         90                  gld_requested_throughput                           Requested Global Load Throughput  11.633GB/s  12.341GB/s  12.024GB/s
         90                  gst_requested_throughput                          Requested Global Store Throughput  185.31GB/s  196.59GB/s  191.53GB/s
         90                    shared_load_throughput                              Shared Memory Load Throughput  372.25GB/s  394.92GB/s  384.76GB/s
         90                   shared_store_throughput                             Shared Memory Store Throughput  11.684GB/s  12.396GB/s  12.077GB/s
         90                            gld_efficiency                              Global Memory Load Efficiency      99.85%      99.85%      99.85%
         90                            gld_throughput                                     Global Load Throughput  11.650GB/s  12.360GB/s  12.041GB/s
         90                            gst_efficiency                             Global Memory Store Efficiency      88.85%      88.85%      88.85%
         90                            gst_throughput                                    Global Store Throughput  208.57GB/s  221.27GB/s  215.58GB/s
         90                         shared_efficiency                                   Shared Memory Efficiency      52.81%      52.81%      52.81%
         90                           global_hit_rate                          Global Hit Rate in unified l1/tex      58.77%      59.47%      59.10%
         90                      global_load_requests   Total number of global load requests from Multiprocessor       57630       57630       57630
         90                            local_hit_rate                                             Local Hit Rate       0.00%       0.00%       0.00%
         90                       local_load_requests    Total number of local load requests from Multiprocessor           0           0           0
         90                      local_store_requests   Total number of local store requests from Multiprocessor           0           0           0
         90                           l2_tex_hit_rate                                          L2 Cache Hit Rate      45.39%      45.54%      45.47%
         90                  l2_tex_read_transactions                            L2 Transactions (Texture Reads)       23359       23809       23591
         90                 l2_tex_write_transactions                           L2 Transactions (Texture Writes)     1031748     1031748     1031748
         90                  shared_load_transactions                                   Shared Load Transactions      460360      460360      460360
         90                 shared_store_transactions                                  Shared Store Transactions       14450       14450       14450
         90                        tex_cache_hit_rate                                     Unified Cache Hit Rate      45.82%      45.85%      45.84%
         90                    tex_cache_transactions                                 Unified Cache Transactions       57630       57630       57630
    Kernel: void kernelPointwiseApply2<WrapIndexOp, long, long, unsigned int, int=1, int=1>(OffsetInfo<long, unsigned int, int=1>, OffsetInfo<long, unsigned int, int=1>, unsigned int, WrapIndexOp)
        190                             flop_count_dp                Floating Point Operations(Double Precision)           0           0           0
        190                             flop_count_sp                Floating Point Operations(Single Precision)           0           0           0
        190                             flop_count_hp                  Floating Point Operations(Half Precision)           0           0           0
        190                                inst_fp_64                                    FP Instructions(Double)           0           0           0
        190                                inst_fp_32                                    FP Instructions(Single)           0           0           0
        190                                inst_fp_16                                      HP Instructions(Half)           0           0           0
        190                              inst_integer                                       Integer Instructions       31536     3397120     3175285
        190                  gld_requested_throughput                           Requested Global Load Throughput  2.4802GB/s  93.673GB/s  85.132GB/s
        190                  gst_requested_throughput                          Requested Global Store Throughput  2.4802GB/s  93.673GB/s  85.132GB/s
        190                    shared_load_throughput                              Shared Memory Load Throughput  0.00000B/s  0.00000B/s  0.00000B/s
        190                   shared_store_throughput                             Shared Memory Store Throughput  0.00000B/s  0.00000B/s  0.00000B/s
        190                            gld_efficiency                              Global Memory Load Efficiency     100.00%     100.00%     100.00%
        190                            gld_throughput                                     Global Load Throughput  2.4802GB/s  93.673GB/s  85.132GB/s
        190                            gst_efficiency                             Global Memory Store Efficiency     100.00%     100.00%     100.00%
        190                            gst_throughput                                    Global Store Throughput  2.4802GB/s  93.673GB/s  85.132GB/s
        190                         shared_efficiency                                   Shared Memory Efficiency       0.00%       0.00%       0.00%
        190                           global_hit_rate                          Global Hit Rate in unified l1/tex       0.00%       0.00%       0.00%
        190                      global_load_requests   Total number of global load requests from Multiprocessor         123       13264       12397
        190                            local_hit_rate                                             Local Hit Rate       0.00%       0.00%       0.00%
        190                       local_load_requests    Total number of local load requests from Multiprocessor           0           0           0
        190                      local_store_requests   Total number of local store requests from Multiprocessor           0           0           0
        190                           l2_tex_hit_rate                                          L2 Cache Hit Rate       0.00%       0.00%       0.00%
        190                  l2_tex_read_transactions                            L2 Transactions (Texture Reads)         245       26528       24795
        190                 l2_tex_write_transactions                           L2 Transactions (Texture Writes)         245       26528       24795
        190                  shared_load_transactions                                   Shared Load Transactions           0           0           0
        190                 shared_store_transactions                                  Shared Store Transactions           0           0           0
        190                        tex_cache_hit_rate                                     Unified Cache Hit Rate       0.00%       0.00%       0.00%
        190                    tex_cache_transactions                                 Unified Cache Transactions         246       26528       24795
    Kernel: void thrust::cuda_cub::core::_kernel_agent<thrust::cuda_cub::__unique_by_key::UniqueByKeyAgent<thrust::device_ptr<long>, thrust::device_ptr<long>, thrust::device_ptr<long>, thrust::device_ptr<long>, thrust::equal_to<long>, int, int*>, thrust::device_ptr<long>, thrust::device_ptr<long>, thrust::device_ptr<long>, thrust::device_ptr<long>, thrust::equal_to<long>, int*, int, thrust::cuda_cub::cub::ScanTileState<int, bool=1>, unsigned long>(thrust::device_ptr<long>, thrust::device_ptr<long>, thrust::device_ptr<long>, thrust::device_ptr<long>, long, thrust::equal_to<long>, int, int*, thrust::cuda_cub::__unique_by_key::UniqueByKeyAgent<thrust::device_ptr<long>, thrust::device_ptr<long>, thrust::device_ptr<long>, thrust::device_ptr<long>, thrust::equal_to<long>, int, int*>)
         90                             flop_count_dp                Floating Point Operations(Double Precision)           0           0           0
         90                             flop_count_sp                Floating Point Operations(Single Precision)           0           0           0
         90                             flop_count_hp                  Floating Point Operations(Half Precision)           0           0           0
         90                                inst_fp_64                                    FP Instructions(Double)           0           0           0
         90                                inst_fp_32                                    FP Instructions(Single)           0           0           0
         90                                inst_fp_16                                      HP Instructions(Half)           0           0           0
         90                              inst_integer                                       Integer Instructions      414534      414534      414534
         90                  gld_requested_throughput                           Requested Global Load Throughput  23.508GB/s  26.054GB/s  24.464GB/s
         90                  gst_requested_throughput                          Requested Global Store Throughput  22.198GB/s  24.602GB/s  23.101GB/s
         90                    shared_load_throughput                              Shared Memory Load Throughput  51.277GB/s  56.831GB/s  53.362GB/s
         90                   shared_store_throughput                             Shared Memory Store Throughput  50.422GB/s  55.884GB/s  52.473GB/s
         90                            gld_efficiency                              Global Memory Load Efficiency      98.47%      98.58%      98.58%
         90                            gld_throughput                                     Global Load Throughput  23.847GB/s  26.430GB/s  24.816GB/s
         90                            gst_efficiency                             Global Memory Store Efficiency      99.06%      99.06%      99.06%
         90                            gst_throughput                                    Global Store Throughput  22.408GB/s  24.836GB/s  23.320GB/s
         90                         shared_efficiency                                   Shared Memory Efficiency      92.55%      92.55%      92.55%
         90                           global_hit_rate                          Global Hit Rate in unified l1/tex       8.66%      11.92%       9.30%
         90                      global_load_requests   Total number of global load requests from Multiprocessor        3988        4280        4043
         90                            local_hit_rate                                             Local Hit Rate       0.00%       0.00%       0.00%
         90                       local_load_requests    Total number of local load requests from Multiprocessor           0           0           0
         90                      local_store_requests   Total number of local store requests from Multiprocessor           0           0           0
         90                           l2_tex_hit_rate                                          L2 Cache Hit Rate      50.96%      56.75%      53.12%
         90                  l2_tex_read_transactions                            L2 Transactions (Texture Reads)        7401        7972        7526
         90                 l2_tex_write_transactions                           L2 Transactions (Texture Writes)        6716        6716        6716
         90                  shared_load_transactions                                   Shared Load Transactions        3842        3842        3842
         90                 shared_store_transactions                                  Shared Store Transactions        3778        3778        3778
         90                        tex_cache_hit_rate                                     Unified Cache Hit Rate       4.73%       7.51%       5.32%
         90                    tex_cache_transactions                                 Unified Cache Transactions        7976        8360        8062
    Kernel: void at::native::apply::coalesceValuesKernel<float, float>(long*, at::native::apply::coalesceValuesKernel<float, float>, float*, float, long, long, long)
         90                             flop_count_dp                Floating Point Operations(Double Precision)           0           0           0
         90                             flop_count_sp                Floating Point Operations(Single Precision)       13264       13264       13264
         90                             flop_count_hp                  Floating Point Operations(Half Precision)           0           0           0
         90                                inst_fp_64                                    FP Instructions(Double)           0           0           0
         90                                inst_fp_32                                    FP Instructions(Single)       13264       13264       13264
         90                                inst_fp_16                                      HP Instructions(Half)           0           0           0
         90                              inst_integer                                       Integer Instructions    29286912    29286912    29286912
         90                  gld_requested_throughput                           Requested Global Load Throughput  10.479GB/s  11.026GB/s  10.716GB/s
         90                  gst_requested_throughput                          Requested Global Store Throughput  2.6198GB/s  2.7566GB/s  2.6791GB/s
         90                    shared_load_throughput                              Shared Memory Load Throughput  0.00000B/s  0.00000B/s  0.00000B/s
         90                   shared_store_throughput                             Shared Memory Store Throughput  0.00000B/s  0.00000B/s  0.00000B/s
         90                            gld_efficiency                              Global Memory Load Efficiency      12.50%      12.50%      12.50%
         90                            gld_throughput                                     Global Load Throughput  83.832GB/s  88.210GB/s  85.731GB/s
         90                            gst_efficiency                             Global Memory Store Efficiency      12.50%      12.50%      12.50%
         90                            gst_throughput                                    Global Store Throughput  20.958GB/s  22.053GB/s  21.433GB/s
         90                         shared_efficiency                                   Shared Memory Efficiency       0.00%       0.00%       0.00%
