==5091== NVPROF is profiling process 5091, command: python main.py --dataset qm9 --datasetPath ./data/qm9/dsgdb9nsd/ --epochs 2 --model MPNNv2 --log-interval 20 --profile-epoch-list 1 --profile-batch-list 100 --batch-size 10 --prefetch 10 --stop-after-profiling --prof-backprop --logPath ./log/2019_03_02__1
==5091== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==5091== Profiling application: python main.py --dataset qm9 --datasetPath ./data/qm9/dsgdb9nsd/ --epochs 2 --model MPNNv2 --log-interval 20 --profile-epoch-list 1 --profile-batch-list 100 --batch-size 10 --prefetch 10 --stop-after-profiling --prof-backprop --logPath ./log/2019_03_02__1
==5091== Profiling result:
==5091== Metric result:
Invocations                               Metric Name                                         Metric Description         Min         Max         Avg
Device "GeForce GTX 1070 Ti (0)"
    Kernel: sgemm_32x32x32_TN_vec
        312                             flop_count_dp                Floating Point Operations(Double Precision)           0           0           0
        312                             flop_count_sp                Floating Point Operations(Single Precision)      333312    15249408     7646040
        312                             flop_count_hp                  Floating Point Operations(Half Precision)           0           0           0
        312                                inst_fp_64                                    FP Instructions(Double)           0           0           0
        312                                inst_fp_32                                    FP Instructions(Single)      198144     7876608     4042427
        312                                inst_fp_16                                      HP Instructions(Half)           0           0           0
        312                              inst_integer                                       Integer Instructions       68608      958464      651349
        312                  gld_requested_throughput                           Requested Global Load Throughput  1.0505GB/s  278.26GB/s  149.12GB/s
        312                  gst_requested_throughput                          Requested Global Store Throughput  1.2929GB/s  36.244GB/s  21.138GB/s
        312                    shared_load_throughput                              Shared Memory Load Throughput  34.909GB/s  812.01GB/s  598.94GB/s
        312                   shared_store_throughput                             Shared Memory Store Throughput  21.721GB/s  455.34GB/s  347.96GB/s
        312                            gld_efficiency                              Global Memory Load Efficiency     100.00%     100.00%     100.00%
        312                            gld_throughput                                     Global Load Throughput  1.0505GB/s  278.26GB/s  149.12GB/s
        312                            gst_efficiency                             Global Memory Store Efficiency      83.33%     100.00%      99.95%
        312                            gst_throughput                                    Global Store Throughput  1.2929GB/s  36.244GB/s  21.139GB/s
        312                         shared_efficiency                                   Shared Memory Efficiency      70.70%      74.54%      72.87%
        312                           global_hit_rate                          Global Hit Rate in unified l1/tex       0.00%       3.75%       1.33%
        312                      global_load_requests   Total number of global load requests from Multiprocessor          60       14080        6243
        312                            local_hit_rate                                             Local Hit Rate       0.00%       0.00%       0.00%
        312                       local_load_requests    Total number of local load requests from Multiprocessor           0           0           0
        312                      local_store_requests   Total number of local store requests from Multiprocessor           0           0           0
        312                           l2_tex_hit_rate                                          L2 Cache Hit Rate      10.92%      75.74%      47.13%
        312                  l2_tex_read_transactions                            L2 Transactions (Texture Reads)         220       56320       24575
        312                 l2_tex_write_transactions                           L2 Transactions (Texture Writes)         192        4096        3539
        312                  shared_load_transactions                                   Shared Load Transactions        2160       41088       25068
        312                 shared_store_transactions                                  Shared Store Transactions        1344       23040       14563
        312                        tex_cache_hit_rate                                     Unified Cache Hit Rate       6.35%      38.99%      25.39%
        312                    tex_cache_transactions                                 Unified Cache Transactions         240       56320       24974
    Kernel: void kernelPointwiseApply3<ThresholdUpdateGradInput<float>, float, float, float, unsigned int, int=1, int=1, int=1>(OffsetInfo<ThresholdUpdateGradInput<float>, float, unsigned int>, OffsetInfo<float, float, int=1>, OffsetInfo<float, float, int=1>, float, float)
        399                             flop_count_dp                Floating Point Operations(Double Precision)           0           0           0
        399                             flop_count_sp                Floating Point Operations(Single Precision)           0           0           0
        399                             flop_count_hp                  Floating Point Operations(Half Precision)           0           0           0
        399                                inst_fp_64                                    FP Instructions(Double)           0           0           0
        399                                inst_fp_32                                    FP Instructions(Single)        1280       56320       19491
        399                                inst_fp_16                                      HP Instructions(Half)           0           0           0
        399                              inst_integer                                       Integer Instructions       26702     1136054      401688
        399                  gld_requested_throughput                           Requested Global Load Throughput  2.1231GB/s  52.778GB/s  28.698GB/s
        399                  gst_requested_throughput                          Requested Global Store Throughput  2.0823GB/s  52.036GB/s  26.128GB/s
        399                    shared_load_throughput                              Shared Memory Load Throughput  0.00000B/s  0.00000B/s  0.00000B/s
        399                   shared_store_throughput                             Shared Memory Store Throughput  0.00000B/s  0.00000B/s  0.00000B/s
